iter	Passed	Remaining
748	207107	1728472
749	207630	1730254
750	208320	1733413
751	208874	1735434
752	209371	1736980
753	209726	1737332
754	210076	1737650
755	210495	1738535
756	210882	1739150
757	211284	1739892
758	211761	1741242
759	212138	1741767
760	212558	1742647
761	212980	1743532
762	213341	1743921
763	213698	1744274
764	214042	1744518
765	214368	1744614
766	214856	1746027
767	215092	1745383
768	215280	1744361
769	215473	1743376
770	215689	1742579
771	215901	1741750
772	216141	1741157
773	216341	1740235
774	216535	1739266
775	216718	1738215
776	216936	1737448
777	217217	1737183
778	217409	1736208
779	217620	1735384
780	217813	1734420
781	218045	1733767
782	218323	1733481
783	218535	1732673
784	218749	1731879
785	218954	1731021
786	219167	1730225
787	219444	1729935
788	219646	1729057
789	219844	1728142
790	220065	1727420
791	220429	1727814
792	220677	1727292
793	220869	1726344
794	221070	1725459
795	221266	1724542
796	221512	1724018
797	221744	1723385
798	221956	1722595
799	222147	1721645
800	222332	1720644
801	222561	1719991
802	222793	1719369
803	223015	1718660
804	223206	1717720
805	223403	1716826
806	223637	1716218
807	223881	1715686
808	224089	1714879
809	224278	1713933
810	224479	1713075
811	224728	1712586
812	225050	1712653
813	225398	1712915
814	225933	1714603
815	226410	1715840
816	226836	1716682
817	227464	1719053
818	227941	1720273
819	228593	1722817
820	229067	1724004
821	229805	1727172
822	230150	1727390
823	230357	1726561
824	230557	1725687
825	230808	1725197
826	231041	1724570
827	231247	1723745
828	231479	1723112
829	231690	1722325
830	231976	1722098
831	232204	1721437
832	232413	1720644
833	232634	1719930
834	232854	1719216
835	233111	1718779
836	233321	1717994
837	233532	1717212
838	233715	1716234
839	233899	1715264
840	234168	1714917
841	234356	1713972
842	234582	1713315
843	234780	1712447
844	234974	1711560
845	235251	1711270
846	235451	1710426
847	235663	1709675
848	235864	1708833
849	236062	1707983
850	236339	1707699
851	236541	1706875
852	236727	1705940
853	236943	1705215
854	237136	1704330
855	237444	1704277
856	237653	1703509
857	237863	1702748
858	238070	1701968
859	238304	1701379
860	238527	1700718
861	238732	1699928
862	238933	1699115
863	239125	1698235
864	239353	1697608
865	239610	1697192
866	239801	1696308
867	240099	1696185
868	240434	1696320
869	240969	1697868
870	241323	1698132
871	241724	1698723
872	242131	1699356
873	242456	1699412
874	242777	1699442
875	243203	1700203
876	243491	1699997
877	243860	1700354
878	244284	1701095
879	244518	1700515
880	244727	1699760
881	244963	1699192
882	245174	1698453
883	245456	1698203
884	245681	1697562
885	245903	1696902
886	246094	1696026
887	246297	1695237
888	246589	1695058
889	246790	1694260
890	247020	1693655
891	247204	1692740
892	247404	1691937
893	247694	1691745
894	247908	1691041
895	248089	1690111
896	248276	1689222
897	248491	1688523
898	248754	1688152
899	248967	1687446
900	249166	1686642
901	249357	1685791
902	249568	1685071
903	249846	1684806
904	250058	1684092
905	250248	1683236
906	250444	1682423
907	250641	1681614
908	250915	1681324
909	251123	1680595
910	251340	1679922
911	251555	1679246
912	251817	1678875
913	252052	1678327
914	252253	1677557
915	252432	1676637
916	252631	1675856
917	252890	1675466
918	253116	1674862
919	253317	1674095
920	253507	1673261
921	253689	1672371
922	253938	1671919
923	254215	1671658
924	254563	1671862
925	254906	1672030
926	255374	1673019
927	255739	1673327
928	256055	1673321
929	256505	1674181
930	256864	1674445
931	257268	1675007
932	258090	1678277
933	258821	1680954
934	259462	1683034
935	259925	1683965
936	260599	1686248
937	261086	1687322
938	261885	1690403
939	262337	1691240
940	262713	1691585
941	263094	1691959
942	263392	1691802
943	263657	1691431
944	263925	1691075
945	264319	1691530
946	264671	1691715
947	265009	1691814
948	265341	1691868
949	265688	1692016
950	266081	1692460
951	266474	1692899
952	266856	1693265
953	267194	1693350
954	267520	1693361
955	267834	1693298
956	268345	1694472
957	268776	1695145
958	269103	1695157
959	270143	1699649
960	271418	1705618
961	272725	1711764
962	273596	1715162
963	274171	1716700
964	274531	1716889
965	275117	1718487
966	275591	1719385
967	276122	1720632
968	276583	1721440
969	276970	1721787
970	277815	1724974
971	278367	1726335
972	278825	1727115
973	279116	1726856
974	279549	1727470
975	279975	1728042
976	280423	1728754
977	281029	1730428
978	281533	1731476
979	281941	1731928
980	282174	1731303
981	282377	1730499
982	282577	1729673
983	282785	1728900
984	283252	1729708
985	283649	1730088
986	284165	1731190
987	285011	1734303
988	285891	1737604
989	286577	1739726
990	287002	1740261
991	288002	1744273
992	288625	1745995
993	289360	1748390
994	289727	1748557
995	290106	1748796
996	290453	1748841
997	290655	1748009
998	290865	1747228
999	291075	1746452
1000	291359	1746120
1001	291551	1745232
1002	291751	1744402
1003	291979	1743732
1004	292166	1742821
1005	292439	1742430
1006	292660	1741722
1007	292881	1741015
1008	293066	1740101
1009	293292	1739426
1010	293582	1739135
1011	293790	1738357
1012	294001	1737600
1013	294198	1736756
1014	294402	1735961
1015	294689	1735652
1016	294907	1734938
1017	295118	1734181
1018	295299	1733254
1019	295521	1732567
1020	295802	1732228
1021	296032	1731586
1022	296233	1730777
1023	296432	1729962
1024	296688	1729475
1025	296941	1728974
1026	297159	1728269
1027	297353	1727429
1028	297559	1726655
1029	297819	1726194
1030	298044	1725533
1031	298247	1724750
1032	298450	1723964
1033	298652	1723173
1034	298905	1722676
1035	299195	1722394
1036	299507	1722242
1037	299852	1722273
1038	300262	1722679
1039	300606	1722704
1040	300947	1722715
1041	301378	1723235
1042	301726	1723284
1043	302038	1723124
1044	302625	1724529
1045	303027	1724878
1046	303354	1724805
1047	303654	1724573
1048	303927	1724185
1049	304153	1723536
1050	304359	1722774
1051	304557	1721963
1052	304763	1721202
1053	305037	1720826
1054	305249	1720104
1055	305467	1719409
1056	305665	1718608
1057	305878	1717889
1058	306147	1717488
1059	306352	1716728
1060	306561	1715991
1061	306788	1715357
1062	306995	1714612
1063	307300	1714413
1064	307733	1714926
1065	308115	1715155
1066	308680	1716403
1067	308987	1716212
1068	309315	1716139
1069	309987	1717968
1070	310386	1718282
1071	310708	1718172
1072	311026	1718036
1073	311238	1717316
1074	311447	1716582
1075	311665	1715897
1076	311911	1715371
1077	312158	1714846
1078	312357	1714058
1079	312580	1713401
1080	312801	1712740
